index,parameters,oversample_SMOTE__sampling_strategy,kn_class__n_neighbors,kn_class__weights,kn_class__algorithm,kn_class__p,training,validation,overfit_%
936,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.63963964,0.625,-2.288732394
937,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.567567568,0.75,32.14285714
938,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.612612613,0.25,-59.19117647
939,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.657657658,0.875,33.04794521
940,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.603603604,0.625,3.544776119
941,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.621621622,0.625,0.543478261
942,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.585585586,0.75,28.07692308
943,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.576576577,0.5,-13.28125
944,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,1,0.580357143,0.571428571,-1.538461538
945,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.625,-37.5
946,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.875,-12.5
947,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,1,0
948,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.625,-37.5
949,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.625,-37.5
950,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.375,-62.5
951,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.75,-25
952,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.875,-12.5
953,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.75,-25
954,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,1,0
955,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.75,-25
956,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.875,-12.5
957,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.875,-12.5
958,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,0.875,-12.5
959,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,distance,brute,1,1,1,0
960,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.625,-37.5
961,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.75,-25
962,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.75,-25
963,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.375,-62.5
964,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.5,-50
965,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.375,-62.5
966,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.75,-25
967,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.875,-12.5
968,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.625,-37.5
969,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,1,0
970,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.75,-25
971,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.75,-25
972,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.875,-12.5
973,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.625,-37.5
974,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,distance,brute,1,1,0.857142857,-14.28571429
975,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.5,-50
976,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.625,-37.5
977,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.75,-25
978,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.375,-62.5
979,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.5,-50
980,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.375,-62.5
981,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.625,-37.5
982,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.875,-12.5
983,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.25,-75
984,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.875,-12.5
985,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.625,-37.5
986,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.625,-37.5
987,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.75,-25
988,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.5,-50
989,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 1, 'kn_class__weights': 'distance', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,distance,brute,1,1,0.571428571,-42.85714286
990,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.927927928,1,7.766990291
991,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.936936937,0.875,-6.610576923
992,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.954954955,1,4.716981132
993,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.936936937,0.75,-19.95192308
994,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.954954955,0.625,-34.55188679
995,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.945945946,0.875,-7.5
996,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.954954955,1,4.716981132
997,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.954954955,1,4.716981132
998,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.918918919,0.875,-4.779411765
999,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.972972973,1,2.777777778
1000,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.945945946,1,5.714285714
1001,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.972972973,1,2.777777778
1002,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.945945946,1,5.714285714
1003,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.945945946,0.75,-20.71428571
1004,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 1.0}",1,200,uniform,brute,2,0.955357143,1,4.672897196
1005,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.882882883,0.875,-0.892857143
1006,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.891891892,0.875,-1.893939394
1007,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.927927928,1,7.766990291
1008,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.900900901,0.75,-16.75
1009,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.90990991,0.625,-31.31188119
1010,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.900900901,0.75,-16.75
1011,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.927927928,1,7.766990291
1012,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.927927928,1,7.766990291
1013,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.882882883,0.875,-0.892857143
1014,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.954954955,1,4.716981132
1015,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.900900901,1,11
1016,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.927927928,0.875,-5.703883495
1017,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.90990991,0.875,-3.836633663
1018,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.900900901,0.75,-16.75
1019,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.85}",0.85,200,uniform,brute,2,0.901785714,1,10.89108911
1020,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.81981982,0.875,6.730769231
1021,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.774774775,0.875,12.93604651
1022,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.81981982,1,21.97802198
1023,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.801801802,0.5,-37.64044944
1024,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.846846847,0.5,-40.95744681
1025,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.837837838,0.5,-40.32258065
1026,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.81981982,0.875,6.730769231
1027,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.81981982,1,21.97802198
1028,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.81981982,0.625,-23.76373626
1029,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.855855856,1,16.84210526
1030,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.828828829,1,20.65217391
1031,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.846846847,0.875,3.324468085
1032,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.837837838,0.875,4.435483871
1033,"{'kn_class__algorithm': 'brute', 'kn_class__n_neighbors': 200, 'kn_class__p': 2, 'kn_class__weights': 'uniform', 'oversample_SMOTE__sampling_strategy': 0.7}",0.7,200,uniform,brute,2,0.81981982,0.75,-8.516483516
